title,price_sale,price_base,brand,cpu_brand,cpu_detail,cpu_cores,cpu_threads,ram_size,storage_size,storage_type,screen_size,raw_specs_count,price_sale_clean,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,cpu_brand_Apple,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR4X4266MHZ,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,gpu_info,screen_res,screen_tech,battery,gpu_brand,gpu_vram,gpu_class,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,screen_res_cleaned,screen_res_cleaned_1080x1920,screen_res_cleaned_1200x1920,screen_res_cleaned_1366x768,screen_res_cleaned_1440x2560,screen_res_cleaned_1600x2560,screen_res_cleaned_1920x1080,screen_res_cleaned_1920x1200,screen_res_cleaned_1920x1280,screen_res_cleaned_2048x1280,screen_res_cleaned_2160x1350,screen_res_cleaned_2160x1440,screen_res_cleaned_2160x3840,screen_res_cleaned_2240x1400,screen_res_cleaned_2256x1504,screen_res_cleaned_2560x1080,screen_res_cleaned_2560x1440,screen_res_cleaned_2560x1600,screen_res_cleaned_2880x1620,screen_res_cleaned_2880x1800,screen_res_cleaned_2880x1920,screen_res_cleaned_3000x1876,screen_res_cleaned_3000x2000,screen_res_cleaned_3072x1920,screen_res_cleaned_3200x1800,screen_res_cleaned_3200x2000,screen_res_cleaned_3456x2160,screen_res_cleaned_3840x2160,screen_res_cleaned_3840x2400,screen_res_cleaned_720x1280,screen_res_cleaned_N/A,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop Lenovo V15 G2 IGL 82C30080VN,18490000.0,,Lenovo,Intel,,,,4,256.0,SSD,15.6,21,18490000.0,18.146762225969645,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics 605,1366 x 768 pixels,Màn hình chống loá,30Wh,Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,0.0,30.0,3.0,1366x768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Yoga Duet 7 13ITL6 82MA003XVN,18490000.0,,Lenovo,Intel,,,,8,512.0,SSD,13.0,21,18490000.0,18.146762225969645,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,2160 x 1350 pixels,,41Wh,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,41.0,3.0,2160x1350,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Gaming Katana GF66 11UE-836VN,18490000.0,,MSI,Intel,Core i7 11800H,,,16,512.0,SSD,15.6,21,18490000.0,18.94291379310345,11,133.9,1,0,0,0,0,1,0,0,0,0,0,0,Geforce RTX 3060 6GB,1920 x 1080 pixels (FullHD),"Tần số quét 144Hz, Tấm nền IPS, hỗ trợ dải màu 100% sRGB","3 Cells, 53.5Whr",NVIDIA,6,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,0.0,5.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Intel NUC M15 BBC710BCUXBC1,18490000.0,,Intel,Intel,Core i7 Tiger,,,16,512.0,SSD,15.6,21,18490000.0,17.34,0,70.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Phủ màu 100% sRGB, Tấm nền IPS",73 Wh,Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,73.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Modern 14 B11MO,20490000.0,21990000.0,MSI,Intel,,,,8,512.0,SSD,14.0,16,20490000.0,18.94291379310345,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel® Iris® Xe Graphics,1920 x 1080 pixels (FullHD),"14.0 inch FHD (1920*1080), 60Hz 45%NTSC IPS-Level","3cell, 52Whr",Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,0.0,52.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Prestige 14 A11SCX-282VN,29590000.0,32990000.0,MSI,Intel,,,,8,512.0,,14.0,17,29590000.0,18.94291379310345,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce GTX1650 4GB GDDR6 with Max-Q Design + Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"14"" FHD (1920 x 1080), IPS, Anti-Glare, 100% sRGB, 300nits",3 Cell 52WHr,NVIDIA,4,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,0.0,52.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS VivoBook 14 X409MA-BV157T,6890000.0,,ASUS,Intel,,,,4,256.0,SSD,14.0,17,6890000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,Intel UHD Graphics 600,1366 x 768 pixels (HD+),"14"" ( 1366 x 768 ) HD TN không cảm ứng , VGA webcam","2 cell 32 Wh , Pin liền",Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,0.0,32.0,2.0,1366x768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Vostro 5301 C4VV91,18890000.0,19990000.0,Dell,Intel,,,8,8,256.0,SSD,13.3,18,18890000.0,15.367008343265791,0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel® Iris® Xe Graphics,1080 x 1920 pixels (FullHD),LED chống chói 60HZ 95% RGB,3Cell 40WHrs,Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,1.0,40.0,3.0,1080x1920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Gaming GF63 THIN 9SCSR-846VN,24490000.0,,MSI,Intel,,,12,8,512.0,SSD,15.6,19,24490000.0,18.94291379310345,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVidia GeForce GTX 1650Ti Max-Q 4GB GDDR6,1920 x 1080 pixels (FullHD),Tần số quét 144Hz,"3 cell, 51Whr",NVIDIA,4,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,0.0,51.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 3501 N3501C,14650000.0,14990000.0,Dell,Intel,,,4,4,256.0,SSD,15.6,19,14650000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),Độ sáng 220 nits,3Cell 42Whrs,Intel,0,Integrated,14720549.78524014,14568172.895677608,220.0,100.0,45.0,0.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 3501 70234074,20490000.0,21390000.0,Dell,Intel,,,8,8,512.0,,15.6,22,20490000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GEFORCE MX330 2GB GDDR5,1920 x 1080 pixels (FullHD),Độ sáng 250 nits,3Cell 42WHrs,NVIDIA,2,Discrete,21962005.347593583,21636442.211055275,250.0,100.0,45.0,0.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Dell XPS 13 9310 70231343,37490000.0,41990000.0,Dell,Intel,Core i5 1135G7,,,8,256.0,SSD,13.3,22,37490000.0,15.367008343265791,1,53.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"60 Hz, màn hình chống chói, InfinityEdge display",4 cell 52Wh,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,1.0,52.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Gaming ROG Strix G713QR-HG072T,49890000.0,49990000.0,ASUS,Other,Ryzen 7 5800H,,,16,1024.0,SSD,17.3,18,49890000.0,19.129988593155893,5,110.5,0,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce RTX 3070 8GB GDDR6,1920 x 1080 pixels (FullHD),"Tần số quét 300Hz, Độ sáng 300 nits, 72% NTSC, 100% sRGB, 75% Adobe RGB",4 Cell 90WHr,NVIDIA,8,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,72.0,0.0,90.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook UX435EA,23990000.0,24990000.0,ASUS,Intel,,,,8,512.0,SSD,14.0,18,23990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"14"" FHD (1920 x 1080) IPS, Anti-Glare, 100% sRGB, 300nits",3 Cell 63WHrs,Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,0.0,63.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Acer Aspire 5 A514-54-51VT NX.A23SV.004,15950000.0,17490000.0,Acer,Intel,,,,8,512.0,SSD,14.0,16,15950000.0,14.483635983263598,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"14"" FHD (1920 x 1080) IPS, Acer ComfyView LCD",3 Cell 48WHrs,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,48.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook S14 S433EQ,20450000.0,20990000.0,ASUS,Intel,,,,,512.0,SSD,14.0,14,20450000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,NVIDIA® GeForce® MX350 2GB GDDR5,1920 x 1080 pixels (FullHD),14.0 inch FHD (1920 x 1080) WV 250nits Anti-Glare NTSC 45%,"3-cell,50WHrs",NVIDIA,2,Discrete,21603861.43931257,21346578.81398885,250.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Asus Rog Strix Scar 17 733QS,74790000.0,74990000.0,Asus,Other,Ryzen 9 5900HX,,16,32,1024.0,SSD,17.3,16,74790000.0,19.129988593155893,5,157.5,0,0,0,0,0,1,0,0,0,0,0,0,Geforce RTX 3080 16GB,1080 x 1920 pixels (FullHD),"Độ phủ màu 100% sRGB, Độ sáng 300nits, Tần số quét 300Hz",4 cells công suất 90Whrs,NVIDIA,16,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,0.0,90.0,4.0,1080x1920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion x360 14-DW1018TU 2H3N6PA,17990000.0,19190000.0,HP,Intel,,,,8,512.0,SSD,14.0,21,17990000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, 45% NTSC",3 Cell 43WHr,Intel,0,Integrated,14644380.094043886,14566309.685779074,250.0,100.0,45.0,0.0,43.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion x360 14-DW1016TU 2H3Q0PA,14890000.0,15190000.0,HP,Intel,,,,4,256.0,SSD,14.0,22,14890000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Độ sáng 250 nits, 45% NTSC",3 Cell 43WHr,Intel,0,Integrated,14665286.283891547,14587476.470588235,250.0,100.0,45.0,0.0,43.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Asus Zenbook Flip 13 UX362FA-EL206T,18490000.0,,Asus,Intel,,,,,,,13.3,14,18490000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,Intel UHD Graphics 620,1920 x 1080 pixels (FullHD),"FHD Touch, IPS, 60Hz, Wide 100% sRGB",3 Cell 50WHr,Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Acer Gaming Aspire 7 A715-76-57CY NH.QGESV.004,13490000.0,16990000.0,Acer,Intel,Core i5 -,8,12,8,512.0,SSD,15.6,22,13490000.0,14.483635983263598,0,50.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD,1920 x 1080 pixels (FullHD),Acer ComfyView LED-backlit,50 Wh,Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP 14S-DQ2620TU 6K774PA,18490000.0,,HP,Intel,,,,4,256.0,SSD,14.0,19,18490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1366 x 768 pixels,,"3-cell, 41 Wh Li-ion",Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,41.0,3.0,1366x768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG2059TU 6K789PA,18490000.0,,HP,Intel,,,,8,256.0,SSD,15.6,18,18490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"IPS, micro-edge, BrightView, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion",Intel,0,Integrated,14604040.848389631,14585734.54782043,250.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG2057TU 6K787PA,16890000.0,18990000.0,HP,Intel,,,,8,512.0,SSD,15.6,17,16890000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"IPS, micro-edge, BrightView, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,250.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Acer Aspire 5 Vero AV15-51-58HB NX.AYCSV.002,18490000.0,,Acer,Intel,,,,8,512.0,SSD,15.6,22,18490000.0,14.483635983263598,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),,3 cell 48 Wh,Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,48.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Vostro 3510 7T2YC2,19290000.0,,Dell,Intel,,,,8,512.0,SSD,15.6,21,19290000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"LED-backlit, Wide viewing angle, Màn hình chống chói",3 Cell Int (41Wh),Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3511 P112F001EBL,18490000.0,,Dell,Intel,,,,8,256.0,SSD,15.6,15,18490000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),Màn hình chống loá,3 Cell 41WHr,Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Gaming ROG Zephyrus G15 GA503RW-LN100W,18490000.0,,ASUS,AMD,Ryzen 7 6800HS,,,32,1024.0,SSD,15.6,23,18490000.0,19.129988593155893,6,118.8,0,1,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 3070 Ti,2560 x 1440 pixels (2K),Tần số quét 240Hz; Tốc độ phản hồi 3ms; Độ sáng 300nits; Tỷ lệ tương phản 1:1000; Hỗ trợ dải màu 100.00% DCI-P3; Màn hình chống chói; Công nghệ Adaptive-Sync,"90WHrs, 4S1P, 4-cell Li-ion",NVIDIA,0,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,1.0,90.0,3.0,2560x1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Gaming Victus 15-FA0111TX 7C0R4PA,18490000.0,,HP,Intel,,8,16,16,512.0,SSD,15.6,21,18490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,1920 x 1080 pixels (FullHD),"Tần số quét 144 Hz, Viền siêu mỏng, Màn hình chống chói, Độ sáng 250 nits, Độ phủ màu 45% NTSC",70Wh,NVIDIA,4,Discrete,21783896.94041868,21386385.66380616,250.0,100.0,45.0,1.0,70.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion X360 14-EK0132TU 7C0W4PA,23590000.0,26990000.0,HP,Intel,,,12,16,512.0,SSD,14.0,20,23590000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Màn hình kính tràn viền, Độ sáng 250 nits, Độ phủ màu 45% NTSC","3 Cell, 43 WHrs Li-ion polymer",Intel,0,Integrated,14668579.29948839,14561476.466795616,250.0,100.0,45.0,0.0,43.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG2064TX 7C0W8PA,14890000.0,19000000.0,HP,Intel,,10,12,8,256.0,SSD,15.6,20,14890000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce MX550 2GB GDDR6,1920 x 1080 pixels (FullHD),"Bright View, Độ sáng 250nits, Độ phủ màu 45% NTSC",3 Cell 41 WHrs,NVIDIA,2,Discrete,21603861.43931257,21346578.81398885,250.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion 15-EG2063TX 7C0Q2PA,18490000.0,,HP,Intel,,,,8,512.0,SSD,15.6,21,18490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,VGA NVIDIA® GeForce® MX550 2GB GDDR6,1920 x 1080 pixels (FullHD),"Display, 15.6 Inch FHD, IPS, 250nits, 45% NTSC, micro-edge BrightView",3 Cell 41WHrs,NVIDIA,2,Discrete,21783896.94041868,21386385.66380616,250.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion 15-EG2081TU 7C0Q4PA,18490000.0,,HP,Intel,,,,16,512.0,SSD,15.6,21,18490000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"IPS, micro-edge, BrightView, 250 nits, 45% NTSC","3-cell, 41 Wh Li-ion",Intel,0,Integrated,14665286.283891547,14587476.470588235,250.0,100.0,45.0,0.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Modern 15 B12M-220VN,18490000.0,,MSI,Intel,,10,12,8,512.0,SSD,15.6,20,18490000.0,18.94291379310345,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Tấm nền IPS, Độ phân giải Full HD",39 Wh,Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,39.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Legion 5 Pro 16IAH7H 82RF0046VN,18490000.0,,Lenovo,Intel,,,,16,512.0,SSD,16.0,23,18490000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 3060 6GB GDDR6,2560 x 1600 (WQXGA),"165Hz, Độ sáng 500nits, 100% sRGB, Dolby Vision, G-SYNC, DC dimme, Low Blue Light, High Gaming Performance",80Wh,NVIDIA,6,Discrete,21962005.347593583,21636442.211055275,500.0,100.0,45.0,0.0,80.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Fujitsu UH-X 9U13A3 4ZR1J37872,18490000.0,,Fujitsu,Intel,,,,16,512.0,SSD,13.3,19,18490000.0,14.39,0,40.0,1,0,0,0,0,0,1,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),,"64Wh, lên đến 12.3 tiếng",Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,0.0,64.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion X360 14-EK00013,12990000.0,14700000.0,HP,Intel,,6,8,8,256.0,SSD,14.0,19,12990000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1080 pixels (FullHD),"Kính tràn cạnh, Độ sáng 250 nits, Độ phủ màu 45% NTSC",,Intel,0,Integrated,14604040.848389631,14585734.54782043,250.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Legion 5 15ARH7 82RE002WVN,18490000.0,,Lenovo,AMD,Ryzen 5 6600H,,12,16,512.0,SSD,15.6,23,18490000.0,18.146762225969645,6,88.4,0,1,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,1920 x 1080 pixels (FullHD),"165Hz, Độ sáng 300nits, 100% sRGB, Dolby Vision,, FreeSync, G-SYNC, DC dimme",80Wh,NVIDIA,4,Discrete,21962005.347593583,21636442.211055275,300.0,100.0,45.0,0.0,80.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad Gaming 3 15ARH7 82SB007MVN,18490000.0,,Lenovo,AMD,Ryzen 7 6800H,,,16,512.0,SSD,15.6,22,18490000.0,18.146762225969645,6,114.4,0,1,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,1920 x 1080 pixels (FullHD),,3 cell - 60Wh,NVIDIA,4,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,0.0,60.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Pavilion 14-DV2034TU 6K770PA,16990000.0,18500000.0,HP,Intel,,,,8,512.0,SSD,14.0,21,16990000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"IPS, micro-edge, BrightView, 250 nits, 45% NTSC","3-cell, 43 Wh Li-ion",Intel,0,Integrated,14604040.848389631,14585734.54782043,250.0,100.0,45.0,0.0,43.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
